  0.0000   0.0000   0.0000
  0.1250   0.0000   0.0000
  0.2500   0.0000   0.0000
  0.3750   0.0000   0.0000
  0.5000   0.0000   0.0000
  0.6250   0.0000   0.0000
  0.7500   0.0000   0.0000
  0.8750   0.0000   0.0000
  1.0000   0.0000   0.0000

  0.0000   0.1250   0.0000
  0.1250   0.1250   0.0001
  0.2500   0.1250   0.0002
  0.3750   0.1250   0.0003
  0.5000   0.1250   0.0003
  0.6250   0.1250   0.0003
  0.7500   0.1250   0.0002
  0.8750   0.1250   0.0001
  1.0000   0.1250   0.0000

  0.0000   0.2500   0.0000
  0.1250   0.2500   0.0002
  0.2500   0.2500   0.0004
  0.3750   0.2500   0.0005
  0.5000   0.2500   0.0005
  0.6250   0.2500   0.0005
  0.7500   0.2500   0.0004
  0.8750   0.2500   0.0002
  1.0000   0.2500   0.0000

  0.0000   0.3750   0.0000
  0.1250   0.3750   0.0003
  0.2500   0.3750   0.0005
  0.3750   0.3750   0.0006
  0.5000   0.3750   0.0007
  0.6250   0.3750   0.0006
  0.7500   0.3750   0.0005
  0.8750   0.3750   0.0003
  1.0000   0.3750   0.0000

  0.0000   0.5000   0.0000
  0.1250   0.5000   0.0003
  0.2500   0.5000   0.0005
  0.3750   0.5000   0.0007
  0.5000   0.5000   0.0008
  0.6250   0.5000   0.0007
  0.7500   0.5000   0.0005
  0.8750   0.5000   0.0003
  1.0000   0.5000   0.0000

  0.0000   0.6250   0.0000
  0.1250   0.6250   0.0003
  0.2500   0.6250   0.0005
  0.3750   0.6250   0.0006
  0.5000   0.6250   0.0007
  0.6250   0.6250   0.0006
  0.7500   0.6250   0.0005
  0.8750   0.6250   0.0003
  1.0000   0.6250   0.0000

  0.0000   0.7500   0.0000
  0.1250   0.7500   0.0002
  0.2500   0.7500   0.0004
  0.3750   0.7500   0.0005
  0.5000   0.7500   0.0005
  0.6250   0.7500   0.0005
  0.7500   0.7500   0.0004
  0.8750   0.7500   0.0002
  1.0000   0.7500   0.0000

  0.0000   0.8750   0.0000
  0.1250   0.8750   0.0001
  0.2500   0.8750   0.0002
  0.3750   0.8750   0.0003
  0.5000   0.8750   0.0003
  0.6250   0.8750   0.0003
  0.7500   0.8750   0.0002
  0.8750   0.8750   0.0001
  1.0000   0.8750   0.0000

  0.0000   1.0000   0.0000
  0.1250   1.0000   0.0000
  0.2500   1.0000   0.0000
  0.3750   1.0000   0.0000
  0.5000   1.0000   0.0000
  0.6250   1.0000   0.0000
  0.7500   1.0000   0.0000
  0.8750   1.0000   0.0000
  1.0000   1.0000   0.0000

